Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6,Answer 7,#7
Name An Occupation Where You Have To Wake Up Early In The Morning.,Nurse,22.0,Paperboy,22.0,Doctor,21,Construction Worker,11.0,Bus Driver,7.0,Farmer,7.0,Baker,6.0
Name A Movie Based On A TV Show Or Skit.,Charlie’s Angels,21.0,Bewitched,16.0,Wayne’s World,15,Duke’s of Hazzard,14.0,Brady Bunch,13.0,Starsky And Hutch,7.0,Blues Brothers,6.0
Name Something You Would Pack For Your Stay At A Hotel Made Of Ice,Coat,55.0,Blanket,22.0,Heater,6,Glove,5.0,Sweater,3.0,Hat,3.0,Boots,3.0
Name A Word That You Might See Before Or After The Word “Wax”.,Ear Wax,26.0,Car Watch,18.0,Beeswax,14,Hot Wax,8.0,Wax Museum,8.0,Wax Paper,8.0,Candle Wax,8.0
Tell Me A Specific Part Of Your Body That You Never Worry About Getting Fat.,Feet,41.0,Hands,22.0,Nose,11,Ears,10.0,Mouth,7.0,Butt,3.0,Neck,3.0
Name Something Youd Hate To Find Had Happened To Your Car While It Was Parked.,Hit By Another Car,43.0,Carjacked,17.0,Keyed,13,Broken Into,10.0,Flat Tire,5.0,Towed,4.0,Parking Ticket,3.0
Name something you would hate to find under your bed.,Monster,43.0,Snake,16.0,Rotting Food,12,Spider,10.0,Rodent,8.0,Dust,4.0,Person,3.0
Name Something Politicians Always Say Theyll Improve.,Tax System,25.0,Budget Deficit,21.0,Health Care,17,Schools,14.0,War,9.0,Welfare,7.0,Roads,4.0
Name Something You Find Out About A Hotel Ahead Of Time When Decided Whether To Stay There.,Price,39.0,Pool,22.0,Location,22,Star Rating,7.0,Includes Breakfast?,5.0,Clean?,3.0,Vacancy,3.0
Name Something That No Wedding Ceremony Should Be Without.,Bride,23.0,Minister,22.0,Rings,19,Music,12.0,Flowers,8.0,Groom,7.0,Vows,3.0
Whats The Worst Thing To Leave In Your Pants Pocket When They Go Through The Wash,Money,63.0,Pen,12.0,Gum,8,Phone,5.0,Keys,4.0,Lipstick,3.0,Tissues,3.0
No Matter What Your Age Name Something That Can Make You Feel Like A Kid Again,Eating Sweets,29.0,Falling In Love,27.0,Playing Games/Sports,13,Being Around Kids,8.0,Disney/Theme Park,7.0,Riding A Bike,6.0,Dancing,4.0
Name An Excuse People Give For Not Seeing Their Dentist,Cost/No Insurance,34.0,Scared,26.0,Pain,15,Can’t Get Off Work,8.0,Sick,6.0,No Time,5.0,No Bad Teeth,3.0
Name A Good Gift For A High School Graduate,Car,34.0,Money,34.0,Luggage,4,Dictionary,4.0,Date Book,3.0,Back Pack,2.0,A Trip,2.0
Name Something You Might Want To Buy If Youre Hosting A Halloween Party,COSTUME,35.0,CANDY,18.0,DECORATIONS,17,MUSIC,11.0,PUMPKIN,8.0,DRINKS,6.0,APPLES,5.0
Name A Cartoon Character Thats Been Around Forever,Mickey Mouse,32.0,Bugs  Bunny,20.0,Charlie Brown,10,Mighty Mouse,6.0,Snoopy,4.0,Popeye,4.0,Betty Boop,3.0
Name Something Or Someone Youd See At A nightclub,PEOPLE,19.0,BARTENDER,14.0,LIGHTS,12,DRINKS,9.0,DJ,8.0,BAND,5.0,DANCERS,5.0
Name Something A Person Might Reach For At The Dinner Table,Salt And Pepper,43.0,Glass,15.0,Silverware,14,Bread,9.0,Napkins,8.0,Butter,6.0,Food,5.0
Name Something Youd Find In A Scientists Lab,Test Tubes,26.0,Beakers,23.0,Microscope,18,Chemicals,12.0,Bunsen Burners,8.0,Lab Coat,6.0,Goggles,4.0
Name Someone Big Bird Might Invite To His Birthday Party,SNUFFLEUPAGUS,19.0,OSCAR THE GROUCH,18.0,ELMO,18,COOKIE MONSTER,13.0,KERMIT THE FROG,9.0,ERNIE,9.0,GORDON,7.0
Name A Singer OF Classic Holiday Standards,BING CROSBY,53.0,NAT KING COLE,20.0,FRANK SINATRA,14,PERRY COMO,5.0,BURL IVES,3.0,ELVIS PRESLEY,2.0,JOHNNY MATHIS,2.0
Tell Me The Title Of A Movie That Used Clay-Motion Or Puppets,Muppet Movie,36.0,Gumby The Movie,16.0,Wallice And Grommit,13,Dark Crystal,12.0,Chicken Run,9.0,Team America,6.0,Nightmare Before Xmas,5.0
Name Something Your Neighbor Might Ask To Borrow,Cup Of Sugar,51.0,Lawn Mower,9.0,Charcoal,4,Milk,4.0,Mayonnaise,3.0,Tool,3.0,RAKE,3.0
Name Something Associated With Jimmy Carter,PRESIDENT,48.0,PEANUTS,32.0,WHITE HOUSE,5,AMY CARTER,3.0,HABITAT FOR HUMANITY,3.0,PEACE NEGOTIATIONS,2.0,ROSLYNN CARTER,2.0
Name An Instrument In An Orchestra,VIOLIN,47.0,FLUTE,12.0,TRUMPET,9,TROMBONE,6.0,TUBA,6.0,CELLO,4.0,SAXOPHONE,4.0
Name A Character From The Lord Of The rings,Frodo,37.0,Grandalf,16.0,Gollum,13,Legolas,12.0,Aragorn,9.0,Sam,7.0,Gimli,3.0
Name A Color Most People Wouldnt Want To Paint Their House,Black,27.0,Pink,23.0,Purple,22,Orange,9.0,Red,7.0,White,4.0,Green,2.0
Name Something People Do For Fun Even Though It Scares Them,Roller Coasters,51.0,Bungee Jumping,12.0,Horror Movies,11,Sky Diving,9.0,Fun Houses,8.0,Driving Fast,5.0,Rock Climbing,4.0
Tell Me The Longest Youve Ever Gone Without Eating.,24 Hours,35.0,2 Days,27.0,18 Hours,7,10 Hours,6.0,12 Hours,6.0,20 Hours,5.0,1 and a half days,5.0
Name Something People Do To Keep Warm In The Winter.,Snuggle,28.0,Drink Hot Cocoa,25.0,Build A Fire,25,Turn Up Heat,7.0,Wear A Coat,7.0,Exercise,4.0,Blanket,3.0
Name Something Snow White And Cinderella Have In Common.,A Prince,31.0,Evil Stepmothers,21.0,Fairy Tails,18,Beauty,7.0,Women,6.0,Princesses,5.0,Cartoons,4.0
Name A Complaint A Circus Clown Might Have About His Job.,Bad Kids,29.0,Too Many Kids,13.0,Low Pay,13,Smells Bad,10.0,No One Laughs,10.0,Costumes Are Hot,10.0,Gets Tired,7.0
Name A Part Of The Body That Often Itches.,Head,34.0,Back,15.0,Nose,14,Feet,9.0,Arm,8.0,Eyes,7.0,Hand,5.0
Name A Candy That Comes In Different Colors,Skittles,30.0,M&M,27.0,Lifesavers,18,Starburst,6.0,Now & Laters,4.0,Taffy,3.0,Jolly Ranchers,3.0
Name A Popular New Years Resolution,Lose Weight,51.0,Quit Smoking,20.0,Exercise,9,Do Better In School,6.0,Quit Drinking,5.0,Be A Better Person,4.0,Save Money,3.0
Tell Me The Number Of People Who Can Ride Comfortably In A Van. (Numeric Only),6,47.0,7,23.0,8,17,5,5.0,10,3.0,9,2.0,2,2.0
Name Something That Is Folded.,Clothes,32.0,Napkin,16.0,Origami/Paper,14,Towels,13.0,Sheet,9.0,Newspaper,8.0,Blanket,2.0
Name Something Thats Often Sold At A Swap Meet. (Be More Specific Than Junk Or Stuff),Clothes,46.0,Baseball Cards,11.0,Furniture,10,Tools,7.0,Dishes,7.0,Cars,6.0,Books,4.0
Name Someplace Where They Sell Cotton Candy.,Circus,36.0,Fair,26.0,Carnival,23,Amusement Park,5.0,Movie Theater,4.0,Candy Store,3.0,Chuck E. Cheese,2.0
Name A Type Of Tree That Looks Pretty In The Fall.,Oak,33.0,Maple,22.0,Pine,15,Apple,14.0,Evergreen,6.0,Spruce,5.0,Elm,4.0
Name Something The Indians Taught To The Pilgrims.,How To Grow Corn,46.0,Hunting,10.0,Sharing,9,Thanks,8.0,Peace,8.0,Cooking,6.0,How To Smoke,4.0
Name A Room In Your Home Thats Hard To Keep Clean.,Bathroom,34.0,Kitchen,31.0,Bedroom,17,Den,5.0,Dining Room,3.0,Kids Room,3.0,Living Room,3.0
Tell Me Something That Is Plugged Into An Outlet In A Hotel Room.,Lamp,32.0,TV,29.0,Hair Dryer,13,Phone,9.0,Clock,8.0,Coffee Pot,4.0,Microwave,3.0
Name Something You Need To Bake A Cake.,Flour,34.0,Eggs,31.0,Cake Mix,9,Baking Pan,8.0,Oven,6.0,Spatula,3.0,Milk,2.0
Name Something That Can Stink Up Your Car,Cigarettes,56.0,Rotten Fruit,8.0,Spoiled Milk,8,Fish,7.0,Wet Dog,6.0,Body Ordor,5.0,Onion,3.0
Name Someone You Dont Want To Get A Phone Call From.,Police,33.0,IRS,16.0,Telemarketer,14,Your Ex,11.0,Bill Collecter,9.0,Attorney,4.0,Principal,4.0
Name Something You Might Chase If You Were A Dog.,Cats,51.0,Cars,24.0,Other Dogs,5,Balls,4.0,Bone,3.0,Your Tail,3.0,Rabbit,3.0
Tell Me Something At A Beach That Begins With “S.”,Sand,36.0,Sun,23.0,Seashore,14,Sunscreen,8.0,Surfers,6.0,Shells,4.0,Sandals,3.0
Name A Dessert Thats Made With Fruit.,Pie,46.0,Fruit Salad,13.0,Jello,9,Strawberry Shortcake,9.0,Banana Split,6.0,Fruit Cake,4.0,Sherbet,4.0
Name A Tourist Attraction That Offers A Great View,Grand Canyon,30.0,Empire State Building,15.0,Space Needle,14,Eiffel Tower,12.0,Washington Monument,9.0,Niagra Falls,7.0,St. Louis Arch,5.0
Name Something That Would Be Annoying For Your Roommate To Forget To Do.,Clean,26.0,Lock Door,18.0,Pat Rent,17,Flush Toilet,11.0,Turn Off lights,9.0,Shower/Bathe,7.0,Take Out The Trash,4.0
What Sport Would Become Disastrous If The Regular Ball Was Replaced With A Bowling Ball?,Baseball,29.0,Football,27.0,Basketball,14,Soccer,11.0,Tennis,8.0,Dodgeball,4.0,Volleyball,3.0
Name Someplace You Might Expect To Find A Snake.,Woods,36.0,Mountains,13.0,Farm,12,Garden,12.0,Grass,9.0,Desert,9.0,Zoo,7.0
Besides White Christmas Name A Song On Big Crosbys White Christmas Album.,Jingle Bells,40.0,Silent Night,31.0,Silver Bells,15,I’ll Be Home For Xmas,5.0,Santa Coming To Town,2.0,Beginning To Look A,2.0,Adeste Fideles,2.0
Besides On The Job Name Another Life Situation Where Youve Wished You Had Earplugs.,Concert,21.0,While Traveling,16.0,Sleeping,15,Babysitting,14.0,Swimming,13.0,In Traffic,12.0,Arguement,6.0
Name The Best Flavor Of Popsicle.,Cherry,54.0,Strawberry,18.0,Orange,15,Grape,6.0,Raspberry,2.0,Banana,2.0,Bubble Gum,2.0
Name Something People Put Toothpicks In. (Food Is Not An Answer Be More Specific),In Your Teeth,35.0,Sandwich,19.0,Olives,15,Appetizers,9.0,Cheese Cube,6.0,Meatballs,4.0,Cakes,4.0
Name A Bad Job For Someone Whos Afraid of Dogs.,Dog Catcher,34.0,Mail Carrier,29.0,Veterinarian,13,Dog Walker,6.0,Pet Shop Manager,5.0,Shelter Worker,4.0,Dog Trainer,3.0
Name Something Specific You Need If You Want To Make Coffee For Your Guests.,Coffee Beans,30.0,Coffee Maker,21.0,Water,14,Sugar,13.0,Mugs,10.0,Creamer/Milk,8.0,Filter,3.0
Name A Type Of Beverage You Are Allowed To Drink While Driving.,Soda Pop,39.0,Coffee,26.0,Water,19,Tea,7.0,Juice,3.0,Milk,2.0,Gatorade,2.0
Name A Person You Wouldnt Kiss Under The Mistletoe.,Sibling,29.0,Parent,26.0,In Law,11,Santa,8.0,Exercise,6.0,Boss,6.0,Grandparent,6.0
Name Something Hawaii Is Known For.,Beaches,37.0,Luau,15.0,Volcanos,13,Hula Dancers,11.0,Leis,9.0,Pineapples,8.0,Islands,6.0
Besides numbersname a button on a calculator,Plus,25.0,Equal,19.0,Multiply,14,Divide,12.0,On/Off,8.0,Percent,8.0,Minus,6.0
Name Something You Find On A Fast Food Burger.,Beef,27.0,Ketchup,24.0,Mustard,16,Lettuce,15.0,Grease,7.0,Pickles,6.0,Onions,5.0
Name Something You Might Use Bricks To Build.,House,78.0,Wall,5.0,Barbecue Grill,4,Fireplace,4.0,Patio,2.0,Doghouse,2.0,Stairs,2.0
Name Different To Use Left Over Turkey,Sandwiches,38.0,Soup,20.0,Turkey Salad,16,Turkey Pot Pie,14.0,Casserole,7.0,Turkey Ala King,3.0,Turkey Hash,2.0
Tell Me A Reason Why A Person Might Be Awake At 3AM.,Insomnia,34.0,Working,29.0,Sick,13,New Baby,8.0,Studying,6.0,Nightmare,4.0,Use Bathroom,3.0
If All Else Fails Name Something People Get For Dad For The Holidays.,Tie,48.0,Tools,13.0,Socks,12,Money,12.0,Cologne,4.0,Shirt,4.0,Watch,2.0
Name A Reason Why Someone Might Miss Their Exit While Driving On A Freeway.,Not Paying Attention,33.0,Busy Talking,26.0,Cell Phone,16,Speeding,8.0,Radio is On,6.0,In The Wrong Lane,5.0,Weather,4.0
Tell me how many months it takes before a dog is house trained.(Numeric Only),3,31.0,2,21.0,4,14,1,13.0,5,5.0,6,5.0,8,4.0
Name a smell typically associated with Christmas.,Evergreen,45.0,Cinnamon,22.0,Cookies,15,Turkey,6.0,Peppermint,5.0,Ham,3.0,Apples,2.0
In the heat of the momentwhat might happen that could ruin it?,Phone call,37.0,Pass gas,20.0,Family member,12,Weather,11.0,Sneeze/cough,8.0,Door bell,6.0,Bad breath,3.0
When ordering pizzaname something extra you might ask for.,Cheese,66.0,Pepperoni,17.0,Anchovies,4,Mushrooms,3.0,Hamburger,2.0,Onion,2.0,Bell Peppers,2.0
When ordering pizzaname something extra you might ask for.,Cheese,66.0,Pepperoni,17.0,Anchovies,4,Mushrooms,3.0,Hamburger,2.0,Onion,2.0,Bell Peppers,2.0
Name something campers might take with them for emergencies.,First aid kit,41.0,Flashlight,23.0,Water,12,Knife,6.0,Matches,3.0,Cellular Phone,3.0,Blanket,3.0
Name something that takes a long time to dry after it gets wet.(Clothes is not an answerbe more specific.),Hair,39.0,Jeans,18.0,Carpet,11,Jacket,6.0,Shoes,6.0,Dog,6.0,Blanket,5.0
Name a fish that tastes good grilled.,Salmon,38.0,Trout,17.0,Flounder,12,Swordfish,9.0,Red fish,6.0,Bass,5.0,Catfish,5.0
Name something specific you might have insured.,Car,49.0,House,31.0,Jewelry,9,Life,3.0,Art,3.0,Cell Phone,2.0,Computer,2.0
Name something thats sold at an airport gift shop.,Postcards,29.0,Magazine,19.0,Candy,15,Newspaper,15.0,Books,10.0,Food,5.0,Greeting cards,5.0
Name something you might see in a High School shop class.(Tools is not an answerbe more specific),Wood,38.0,Saw,26.0,Car,6,Drill,5.0,Books,5.0,Lathe,5.0,Hammer,5.0
Name something you probably would see in New Yorks Central Park.,Benches,37.0,Joggers,21.0,Muggers,15,Pigeons,8.0,People,7.0,Trees,6.0,Homeless people,6.0
Tell me something youve accidentally dropped in the toilet.,Phone,37.0,Jewelry/watch,22.0,Toothbrush,13,Comb/hairbrush,9.0,Keys,8.0,Glasses,5.0,Money,3.0
Name a movie featuring a horse.,Black Beauty,22.0,Seabiscuit,20.0,Black Stallion,17,Horse Whisperer,12.0,Dreamer,11.0,National Velvet,9.0,My Friend Flicka,5.0
Name a U.S. city that starts with the letter “P”.,Pittsburgh,40.0,Philadelphia,23.0,Portland,9,Phoenix,8.0,Pasadena,4.0,Pomona,4.0,Park City,4.0
Name a movie character you would hate to be stuck with in a broken elevator.,Freddy Krueger,24.0,Hannibal Lector,19.0,Jason,18,Dracula,12.0,Daffy Duck,10.0,Darth Vader,8.0,Pee Wee Herman,7.0
Name another word for “Tired”.,Exhausted,51.0,Sleepy,23.0,Worn out,4,Stressed,4.0,Fatigued,4.0,Burnt out,4.0,Restless,3.0
Name a takeout food a family might have for dinner.,Pizza,33.0,Chow Mein,28.0,Chicken,25,Hamburgers,4.0,Mexican,3.0,Hot Dogs,3.0,Sandwiches,2.0
Name something that Godzilla would crush at Disneyworld.,Bambi,30.0,Mickey Mouse,25.0,Castle,15,People,10.0,Epcot Center,9.0,Space Mountain,5.0,Tea Cups,5.0
Name something you wear that you should never spend more than $20 on?,Socks,32.0,Undergarments,29.0,T Shirt,12,Hat,8.0,Makeup,7.0,Sunglasses,5.0,Tie,4.0
Tell me an age when girls start thinking about boys.(Numeric only),12,27.0,13,26.0,10,12,14,11.0,11,7.0,6,5.0,5,5.0
Tell me the average temperature in Fahrenheit at which people set their thermostat.(NUMERIC ONLY),70,31.0,75,26.0,72,16,100,6.0,68,6.0,65,4.0,60,4.0
Tell Me How Long In Months A Couple Must Be Dating Before Its Considered “Serious.”,6 Months,47.0,12 Months,24.0,2Months,9,3 Months,6.0,24 Months,6.0,4 Months,6.0,8 Months,3.0
If Madonna Were To Make A Snowman Name Something She Might Put On It.,Pointy Bra,52.0,Top Hat,13.0,Jewelry,8,A Cross,8.0,dress,7.0,A Wig,7.0,Makeup,5.0
Name Something Youd See At A Gas Station.,Gas Pumps,41.0,Cars,23.0,Drinks,14,Oil,7.0,People,6.0,Lottery Tickets,5.0,Air Pump,4.0
Name A City That Has A Lot Of Hotels.,Las Vegas,71.0,New York,13.0,Los Angeles,6,Atlanta,4.0,Chicago,2.0,Orlando,2.0,Atlantic City,2.0
Besides Toys Name Something A Kid Might Receive At Christmas,Clothes,55.0,Cash,15.0,Books,7,Candy,7.0,Bike,3.0,Underware,3.0,Ball,2.0
Name Another Word For Toilet,John,37.0,Commode,18.0,Potty,14,Can,12.0,Latrine,7.0,Loo,4.0,Bathroom,2.0
Name A Vegetable That Is Not Green,Carrot,32.0,Corn,28.0,Pumpkin,12,Potato,9.0,Beet,8.0,Cauliflower,7.0,Egg Plant,4.0
Name Something Pilgrims Wear,Hat,55.0,Capes,11.0,Buckle Shoes,10,Bonnets,10.0,Big White Collars,5.0,Bloomers,5.0,Stockings,4.0
Besides The Star Name Someone That Might Ride In A Rock Stars Tour Bus.,Manager,31.0,Driver,19.0,Groupies,16,Band,12.0,BodyGaurd,12.0,Agent,5.0,Journalist,5.0
Name A Celebrity Who Is Often Photographed Off-Screen With Children.,Angelina Jolie,42.0,Madonna,19.0,Rosie O’Donnell,11,Will Smith,8.0,Oprah Winfrey,7.0,Brad Pitt,7.0,Jerry Lewis,6.0
Tell Me A Part Of A Bicycle That Would Be Tough To Ride Without.,Pedals,25.0,seat,23.0,Wheels,21,Handlebars,12.0,Chain,12.0,Bell,3.0,Brakes,3.0
Name Something A Person On A Diet Might Eat For Breakfast.,Fruit,33.0,Yogurt,26.0,Dry Toast,12,Cereal,11.0,Slim Fast,8.0,Bran Muffins,6.0,Breakfast Bar,4.0
Name A Place Where Beverages Are Always Overpriced,Bar/Club,32.0,Movie Theater,19.0,Concert,17,Sporting Event,14.0,Airport,7.0,Fair,6.0,Coffee Shop,3.0
Name Something You Wish People Wouldnt Do In An Elevator.,Smoke,34.0,Pass Gas,22.0,Sneeze,12,Talk,8.0,Kiss,7.0,Stand Too Close,4.0,Cough,4.0
Name An Actor Or Actress Who Commands A High Salary To Be In A Film.,Tom Cruise,24.0,Jim Carrey,17.0,Brad Pitt,16,Julia Roberts,14.0,Tom Hanks,11.0,Denzel Washington,11.0,Will Smith,7.0
Name A City With A Lot Of Pollution,Los Angeles,59.0,New York,19.0,St. Louis,9,Cleveland,5.0,Chicago,3.0,Detroit,3.0,Houston,2.0
Name Something People Give As A Housewarming Gift.,Plant,27.0,Vase With Flowers,19.0,Fruit Basket,15,Linens,13.0,Bottle Of Wine,11.0,Toaster,10.0,Dishes,5.0
Name Something The Police Use To Identify A Criminal.,Fingerprints,63.0,Drivers License,8.0,Pictures,7,Mug Shot,4.0,Computer,3.0,License Plate,3.0,DNA Testing,3.0
Name A Place Where You Nap Just To Pass The Time.,At Home,30.0,Work,24.0,Long Car/Bus Ride,18,Airport/Plane,7.0,Park,7.0,School,7.0,Doctor’s Office,7.0
Whos An Actor That Hails From CanadaEh?,Jim Carrey,33.0,Mike Myers,29.0,Michael J Fox,15,Dan Aykroyd,7.0,William Shatner,6.0,John Candy,5.0,Howie Mandel,4.0
Name Something Baseball Players Do While Theyre In The Dugout.,Spit,27.0,Chew Tobacco,22.0,Chew Gum,20,Drink Fluids,12.0,Watch Game,8.0,Talk,6.0,Cheer,5.0
If You Asked A Six-Year-Old Name Something Theyd Tell You About The Moon.,Made Of Cheese,48.0,Man Lives In It,17.0,Round,10,Astronauts Landed,10.0,Big,7.0,Bright,5.0,Far Away,3.0
Name Something Grown-Ups Have To Do That Babies Dont.,Work,60.0,Pay Taxes,13.0,Feed Themselves,10,Pay Bills,5.0,Clean,5.0,Brush Teeth,4.0,Wipe Themselves,3.0
Name Something A Clown Might Be Carrying,Balloons,28.0,Pie,21.0,Flowers,14,Horn,12.0,Ball,11.0,Umbrella,9.0,handkerchief,4.0
Which Country Would You Want To Become The 51st American State?,Canada,39.0,Mexico,19.0,Puerto Rico,14,England,7.0,Australia,6.0,France,6.0,Italy,5.0
Name Something People Keep In Their Car For Emergencies.,Flashlight,46.0,Flares,11.0,Blanket,10,Jumper Cable,9.0,Spare Tire,7.0,Cell Phone,5.0,Jack,4.0
Name Something Or Someone Associated With “The Partridge Family.”,Music,36.0,Bust,18.0,Danny,13,Shirley,11.0,Big Family,9.0,Keith/David Cassidy,8.0,Laurie/Susan,5.0
Name Something Related To Finances That Its Hard To Explain To A Kid.,Taxes,37.0,Credit,25.0,Interest,12,Budget,8.0,Stocks,7.0,Mortgage,6.0,Loans,5.0
Name Something You Put On Before Going Out Into The Snow.,Snow Boots,40.0,Coat,23.0,Gloves,17,Long Johns,7.0,Hat,5.0,Scarf,5.0,Snow Pants,3.0
Name Something A Kid Might Need To Buy Before Starting A New School Year,Backpack,27.0,Clothes,20.0,Pencils,12,Pens,12.0,Crayons,9.0,Books,7.0,Notebook,5.0
Name A Place Where You Might Have A Friendly Conversation With A Total Stranger.,Grocery store,24.0,Bar,21.0,Airplane,20,Park,13.0,Coffee Shop,10.0,Bus,7.0,Parking Lot,5.0
Name A Place Where They Always Keep You Waiting.,Doctor’s Office,29.0,Department Store,21.0,Airport,14,Pharmacy,13.0,Dentist’s Office,9.0,Restaurant,8.0,DMV,6.0
Name a food that comes in a box.,Cereal,43.0,Macaroni and cheese,14.0,Crackers,13,Hamburger Helper,5.0,Donuts,5.0,Popcorn,5.0,Pizza,5.0
Name A Toy Parents Have To Put Together.,Bicycle,46.0,Doll House,12.0,Train Set,11,Race Track,11.0,Kite,10.0,Jungle Gym,8.0,Play House,2.0
Name The Author Living Or Dead Who Writes The Scariest Stories.,Stephen King,55.0,Edgar Allan Poe,20.0,HP Lovecraft,8,R.L.Stine,6.0,Anne Rice,5.0,Dean Koontz,4.0,Poppy Z Brite,2.0
Name One Of Santas Reindeer,Rudolph,52.0,Donder,10.0,Blitzen,9,Dancer,8.0,Vixen,7.0,Cupid,6.0,Prancer,5.0
Which Class Do Students Take In College Thinking It Would Be An Easy ‘A?,Art,33.0,English,26.0,Gym,24,Music,5.0,Psychology,5.0,Cooking,4.0,Drama,3.0
Name A Clothing Designer Whos World Famous.,Calvin Klein,32.0,Ralph Lauren,14.0,Giorgio Armani,13,Tommy Hilfiger,12.0,Versace,11.0,Donna Karan,10.0,Gucci,8.0
If You Could Have A Movie Star Narrate Your Life Whose Voice Would You Choose?,Morgan freeman,25.0,James earl Jones,24.0,Brad Pitt,13,Julia Roberts,11.0,Sean Connery,10.0,Denzil Washington,9.0,Robert Redford,8.0
Besides President Name A Political Office People Run For.,Governer,32.0,Senator,16.0,Congress,15,Mayor,14.0,Vice President,12.0,Attorney General,6.0,Secretary Of State,5.0
Name A Game That You See People Playing In The Park,Frisbee,37.0,Baseball,20.0,Football,11,Tag,10.0,Chess,9.0,Basketball,6.0,Soccer,5.0
Name A Piece Of Information Youd Be Surprised To Find On Someones Business Card.,Age,49.0,Home Address,14.0,Weight,10,Social Security,9.0,Home Phone,7.0,Marital Status,6.0,Religion,5.0
Name Something Specific Inside Your Car That You Might Ask The Car Wash Guys To Clean.,Floor Mats,25.0,Windows,22.0,Ashtray,19,Carpet,9.0,Trunk,6.0,Dashboard,6.0,Steering Wheel,5.0
Name An Animal At The Zoo You Can Recognize Just By Its Sound.,Elephant,36.0,Lion,34.0,Monkey,17,Seal,6.0,Bear,3.0,Ape,2.0,Tiger,2.0
Why Might Someone Dislike A Family Feud Question?,Hard/Confusing,37.0,Silly,22.0,Too Easy,10,Too Personal,10.0,Bad Answers,8.0,Too American,7.0,Too Long,6.0
Name Something Or Someone Associated With “The Addams Family.”,Thing,29.0,Lurch,19.0,Cousin It,13,Pugsley,12.0,Morticia,11.0,Wednesday,9.0,Uncle Fester,7.0
Name Something A Supermarket Keeps Refrigerated Or Frozen.,Milk,59.0,Ice Cream,9.0,Meat,7,Butter,5.0,Cheese,5.0,Eggs,3.0,Vegetables,3.0
Name Something You Might Learn How To Do In The Boy Scouts,Tie A Knot,39.0,Build A Fire,33.0,Camping,5,Swim,4.0,Take An Oath,4.0,Pitch A Tent,3.0,Wilderness Survival,3.0
